,y
30617,yes
23399,no
41038,yes
44622,yes
42813,no
42646,yes
43029,no
11856,no
706,no
30605,no
4230,no
24047,no
9511,no
39052,no
10413,no
19777,no
15141,no
13805,no
16559,no
26304,no
18865,no
32865,yes
29800,no
29674,no
7639,no
22392,no
31948,no
40350,yes
16843,no
41116,yes
39107,yes
37820,no
33680,no
2391,no
338,no
25033,no
17931,no
40412,yes
5332,no
21109,no
6240,no
27871,no
215,no
45103,yes
14103,no
2735,no
41489,yes
4326,yes
1993,no
24487,no
25611,yes
1907,no
5563,no
837,no
24654,no
21915,no
11718,no
22895,no
16084,no
41131,yes
24334,no
32813,no
19545,no
1018,no
40771,no
28597,no
35632,no
19968,no
35452,no
45010,no
41904,yes
35586,no
26696,no
30034,no
24623,no
9103,no
16951,no
190,no
13880,no
16594,no
41548,no
29569,no
18034,no
18466,no
21963,no
2434,no
30247,no
32190,no
42932,no
38090,no
3367,no
33689,no
39154,yes
18345,no
32656,no
30736,no
42496,yes
30420,no
38329,no
13792,no
19348,no
39216,no
25215,no
34946,no
12132,no
42962,yes
23356,yes
36757,no
12153,no
42720,no
33782,no
34753,no
44629,yes
20349,no
724,no
44388,no
1474,no
25336,no
2441,no
18172,no
40743,no
42648,no
27745,no
23823,no
33935,no
35735,no
21988,no
22314,no
2413,no
20869,no
5457,no
43287,no
37434,no
23411,no
45168,yes
23174,no
1015,no
738,no
8252,no
21759,no
18100,no
35786,yes
29691,no
20917,no
42423,no
30841,no
17713,no
6263,no
43630,yes
16805,no
34759,no
37937,no
25302,no
14941,no
35339,no
38213,no
42455,no
8645,no
23959,no
28518,no
7557,no
27493,no
410,no
44068,no
26929,no
10809,no
9617,no
30239,no
8286,no
41353,yes
26817,no
43111,yes
30849,no
34331,no
25389,no
16867,no
20722,no
34348,no
41707,no
33408,no
21183,no
11281,no
20690,no
22021,no
17111,no
19506,no
2167,no
23998,no
31376,no
28946,no
9191,no
44171,yes
43821,no
34966,no
28484,no
17721,no
4816,no
32859,no
7083,no
5760,no
18180,no
10405,no
1126,no
7093,no
26258,no
34755,yes
21274,no
41645,no
25735,no
43281,yes
23167,no
36724,no
8193,no
25989,no
8184,no
38686,no
29201,no
30675,no
25709,no
25051,no
32953,no
4860,no
21755,no
28665,no
7134,no
36378,no
29522,yes
42794,yes
44222,no
40977,no
30076,no
43875,no
37089,no
19415,no
14825,no
42812,no
24488,no
4106,no
44001,no
10918,no
29072,no
34991,no
43738,no
852,no
5285,no
40942,yes
42401,no
21456,no
38724,no
6212,no
18968,no
42226,no
15316,no
8768,no
1565,no
36547,no
17754,no
23692,no
15358,yes
1640,no
13922,no
7628,no
20411,no
25348,no
30332,no
36417,no
23516,no
1741,no
221,no
16626,no
4470,no
17335,no
15655,no
33028,no
39040,no
347,no
29547,no
36160,no
38174,no
38725,yes
35052,no
450,no
42051,yes
1567,no
19761,no
19373,no
18973,no
10305,no
37254,no
35587,no
2618,no
15689,no
26554,no
18408,no
39961,yes
33082,no
7457,yes
15905,no
21046,no
20280,no
15695,no
12530,no
34828,no
37562,no
11402,no
21295,no
17475,no
43803,yes
8899,no
21769,no
4008,no
3189,no
22561,no
45080,no
17862,no
24880,no
1666,no
34696,no
9044,yes
38622,no
41599,no
31060,yes
10833,no
15114,no
43471,yes
3194,no
300,no
19187,no
25280,no
16851,no
35959,no
24504,no
7571,no
8994,no
994,no
12266,no
4094,no
14873,no
21761,no
27914,no
31398,yes
30959,yes
19494,no
44468,yes
17827,no
319,no
11024,no
6165,no
24670,no
10300,no
16629,no
31117,no
28979,no
28229,no
24317,no
6612,no
7691,no
7029,no
14542,no
8870,no
12127,no
38529,no
27990,no
22148,no
16524,no
31790,yes
30041,no
15249,no
32758,no
3444,no
26795,no
18130,no
18182,no
42331,no
45107,yes
22099,no
25590,no
11148,no
12231,no
5208,no
21991,no
15614,no
18536,no
24907,no
7017,no
27397,no
15934,no
25643,no
21025,no
1082,no
7463,no
10731,no
20810,no
43291,yes
21347,no
39181,no
14872,no
3806,no
29373,no
41753,no
14231,no
9837,no
19453,no
5057,yes
44559,no
17285,no
18683,no
41006,no
38308,no
1506,no
11623,no
22264,no
32045,no
27820,no
17975,no
30408,no
12706,no
20248,no
41997,no
15389,yes
21306,no
44682,no
30896,no
45066,yes
28062,no
28971,no
31927,no
38966,no
20948,no
44004,yes
28359,no
32495,no
6492,no
3795,no
44146,yes
1579,no
15970,no
31235,yes
701,no
1388,no
192,no
9634,no
20714,no
40739,no
15319,no
17208,no
3326,no
27686,no
18171,yes
26280,no
4572,no
29946,yes
23051,no
14440,no
32927,no
11504,no
11792,no
3916,no
8055,no
29405,no
4378,no
20199,no
1577,no
10693,no
27908,no
13022,no
43013,yes
20108,no
27608,no
5467,no
38584,no
31646,no
19250,no
19953,no
30921,no
23649,no
10921,no
6067,no
22586,no
10285,yes
33697,yes
43997,no
8076,no
4663,no
17192,no
26055,no
17770,no
17486,no
17570,no
32856,no
26646,no
11018,no
39570,no
34717,no
1980,no
24425,yes
18481,no
193,no
39000,no
26030,no
20492,no
39435,no
44104,no
35657,no
40430,no
30527,no
39584,no
34817,no
17274,no
7484,no
33570,no
25722,no
5574,no
534,no
19152,no
25526,no
15393,no
11083,no
24408,no
37279,no
8454,no
5975,no
28629,no
32740,no
32012,no
20746,yes
16455,no
5570,no
24236,no
40565,no
8578,no
34035,yes
34510,no
21981,no
43498,yes
14086,no
22563,no
40697,yes
30511,no
35040,no
17731,no
18309,no
25134,no
43076,yes
1070,no
27295,no
30203,no
15794,yes
16561,no
24653,no
39021,no
21355,no
8522,yes
2767,yes
24152,yes
41886,no
25764,no
3583,no
24807,no
37201,no
37772,no
880,no
34037,yes
13202,no
29293,yes
36414,no
29018,no
4394,no
6159,no
19109,no
8512,no
19999,no
11846,yes
39759,no
4479,no
9217,no
26611,no
31996,yes
17772,no
25564,no
11287,yes
803,no
44072,yes
14208,no
15930,no
8812,no
1340,yes
38534,yes
5934,no
34328,no
9535,no
24237,no
32794,no
25839,no
40843,no
14513,no
29658,yes
24486,no
16940,no
41467,no
2097,no
19889,no
22171,yes
36786,no
7163,no
27494,no
42409,yes
7632,yes
26318,no
23830,no
38419,no
19824,no
42741,no
23263,yes
16481,no
31082,yes
10273,no
38421,no
34327,no
30197,no
30882,no
8919,no
31552,no
19445,yes
25082,no
8991,no
26120,no
40698,yes
26901,no
22440,no
34103,no
7679,no
18165,yes
10753,no
41359,no
1275,no
30449,yes
20503,no
16789,no
2393,no
21777,no
3021,no
42958,yes
17174,no
2326,no
4753,yes
14053,no
12375,no
12467,no
33557,no
42197,yes
19783,no
20802,no
24070,yes
39403,no
30641,no
28314,no
22547,no
16488,no
33492,no
37836,no
11087,no
15134,no
15936,no
20903,no
9101,no
5342,yes
40476,no
40072,yes
28835,no
34750,no
34100,no
26278,no
12113,no
21738,no
43977,no
31543,no
16209,no
7042,no
3049,no
18864,no
23027,no
39477,no
22528,no
8869,no
15198,yes
36263,no
16396,no
18092,no
30514,no
11195,no
32424,yes
30314,no
14094,no
1394,no
24643,no
12347,yes
17371,no
1746,no
41451,yes
38102,no
934,no
40619,no
12899,yes
348,no
22856,no
15096,no
30241,no
44959,no
15472,no
22998,no
31452,yes
44523,no
30068,no
23579,no
3702,yes
2762,no
40540,no
43898,yes
29492,no
38290,no
12008,no
22058,no
2193,no
17454,no
17309,no
44252,yes
7035,no
28262,no
1448,no
37094,no
26063,no
11799,no
32869,no
30629,no
39280,no
38300,yes
2360,no
37625,no
1869,no
39807,no
6498,no
43194,yes
27183,no
42251,no
35556,no
15907,no
17385,no
21462,no
30758,no
3338,no
24572,no
1761,no
36812,no
44767,no
22513,no
4933,no
23318,no
24311,no
23601,no
32787,no
20250,no
37033,no
41109,no
6674,no
42670,no
8099,no
3723,no
38352,no
5038,no
29498,no
39529,no
44409,yes
37569,no
18892,no
9742,no
15415,yes
34298,no
21760,no
18624,no
30962,no
27367,no
8438,no
20853,no
4677,no
38483,yes
18598,no
29713,no
33685,no
28478,no
11648,no
37674,no
44592,no
40663,no
18097,no
11507,yes
29191,no
16101,no
33639,no
34927,no
8831,no
14849,no
38055,no
22326,no
581,no
35907,no
25914,no
2540,no
41666,no
5282,no
8931,no
28920,no
11401,no
28933,no
21203,yes
41911,yes
13360,no
26012,no
17693,no
23433,no
35168,no
17247,no
40173,no
14665,no
9558,no
39747,no
41730,no
18294,no
15028,no
30364,yes
18276,no
20084,no
30302,no
22776,no
30592,no
17209,no
4250,no
10511,no
19716,no
3855,no
44169,yes
25497,no
15014,no
14049,no
38626,no
19901,no
40378,no
29052,no
40018,yes
37388,no
14127,no
45054,no
44553,no
42516,yes
8290,no
7000,no
10339,no
30120,no
6340,no
33555,no
8197,no
44374,yes
15971,no
31950,no
2418,no
16436,no
961,no
7061,no
19909,no
40982,yes
28673,no
8986,no
25962,no
6143,no
23362,no
11040,no
3497,yes
32706,no
30380,no
19188,no
4247,no
7059,no
28392,no
7989,no
43619,yes
40738,no
42276,no
8946,no
491,no
15969,no
32754,no
32210,no
41063,no
8953,no
20804,no
14660,no
45186,no
11061,no
17255,no
982,no
24846,no
20786,no
39928,no
18754,no
44754,yes
25982,no
14134,no
22223,no
25858,no
17798,no
24330,no
6331,no
3709,no
5453,no
32606,no
1116,no
43925,yes
36375,no
36397,yes
38600,no
43950,yes
9934,no
28988,no
4792,no
19842,no
33324,no
20243,no
38116,yes
36398,no
12981,no
14181,no
39599,no
1087,yes
15106,no
31312,no
41965,yes
33655,no
28476,no
18477,no
44907,no
42228,yes
9457,no
1362,no
19112,yes
11865,yes
25870,no
37261,no
35802,no
4299,no
36451,no
14643,yes
35730,no
3982,yes
34117,no
7361,no
11382,no
7490,no
30529,no
39401,no
16776,no
11813,no
2366,no
42227,yes
45025,no
30792,no
20310,no
44710,no
39557,no
15567,no
8486,no
33072,no
32702,no
44609,no
38860,no
26997,yes
2250,no
34096,no
14622,no
19536,yes
28195,no
541,no
12800,no
38732,yes
10258,no
26457,no
34283,no
10158,no
5287,no
10153,no
22650,yes
20474,no
34988,no
8429,no
15929,no
15250,no
2331,no
29765,no
19548,no
7610,no
45023,no
21819,no
11361,no
29623,no
42405,no
36513,no
27751,yes
28915,no
31897,no
7700,no
3485,no
6987,no
20897,no
27061,no
39284,no
23570,no
12104,no
8696,no
19840,no
6014,no
11022,no
24763,no
3997,no
43636,no
33266,no
14785,no
35216,no
28592,no
27657,no
44645,no
3415,no
42315,no
23200,no
9841,no
25036,no
10115,no
42809,no
17773,no
25629,no
3966,no
7903,no
12316,no
10319,no
15072,no
22938,yes
37463,no
19237,no
10284,no
37300,no
41831,yes
34451,no
33762,no
24253,no
35336,no
7506,no
18591,no
18096,no
29673,no
22763,no
10144,no
29342,no
28326,no
16277,no
1770,no
5708,no
30339,no
45008,no
41731,no
2543,no
32428,no
7982,no
19018,yes
5300,no
16049,no
13595,no
14443,no
27368,no
28489,no
25209,no
42143,no
3084,no
4403,no
14797,yes
42110,no
28119,no
33951,no
38227,no
29799,no
34160,yes
43495,no
479,no
44574,no
32067,no
30148,no
1269,no
29735,no
32986,no
25393,no
24464,no
29708,no
16778,no
9929,no
10904,no
3592,no
30559,no
13199,no
31661,yes
31467,no
42576,yes
15195,no
31294,yes
28865,no
27528,no
20014,no
20338,no
13950,no
10624,no
11286,no
29689,no
14857,no
13588,no
11483,no
1473,no
10166,no
26220,no
44930,no
16050,no
10263,no
16144,no
5724,no
19887,no
26316,no
27980,no
19682,no
43590,yes
35330,no
24259,no
38124,no
5804,no
16245,no
14413,no
34139,yes
18735,no
5966,no
41111,no
24634,no
34778,yes
42017,no
4850,no
37294,no
2370,no
28779,no
34104,no
1492,no
42579,yes
23676,no
42870,yes
29240,no
33460,yes
10440,no
32554,no
30452,no
36420,no
40399,no
31764,yes
18823,no
15524,no
32440,no
39448,no
9335,no
19606,no
8311,no
24831,no
29721,no
33267,no
44537,yes
41250,no
6433,no
21861,no
1731,no
43582,no
41486,yes
3254,no
30018,no
16339,no
22252,no
31829,no
22951,no
18649,no
42854,no
6146,no
22399,no
7267,no
34559,no
11011,no
5718,no
8874,no
22520,no
31337,yes
27069,no
7360,no
20336,no
14480,no
26798,no
44513,yes
478,no
38550,no
38568,no
36967,no
21290,no
22579,no
27010,no
27203,no
582,no
2375,no
35917,no
6019,no
22288,no
28644,no
33567,no
27518,yes
33642,no
5838,no
25441,no
31569,no
42317,no
22386,no
23282,no
10418,no
26091,no
41216,yes
2887,no
40188,no
16719,no
34244,no
15060,no
43070,yes
40872,yes
2711,no
36902,no
12780,no
9543,no
39131,no
33942,no
28321,no
8259,no
25598,no
568,no
14621,no
36959,no
43998,yes
26657,no
13652,no
19527,no
18056,no
22454,no
44510,yes
15384,no
16679,no
8615,no
2923,no
34708,no
2917,no
44500,yes
23076,no
23603,no
13962,no
12911,no
32478,no
36095,no
14315,no
36505,no
19866,no
39809,no
28409,no
42210,yes
30083,no
14085,no
38000,no
35355,no
16584,no
25795,no
23345,no
9762,no
7602,no
1691,yes
21630,no
16859,no
17973,no
44469,yes
21807,no
37997,no
18071,no
37938,no
33604,no
2152,no
40878,yes
44810,yes
39520,yes
10880,no
42236,no
37072,no
41124,no
1732,no
8801,no
4685,no
5127,no
40467,no
25512,no
13215,no
7747,no
9604,no
37945,no
18530,no
35844,no
11363,no
8026,no
36938,no
24933,yes
22076,no
13485,no
25649,no
3672,no
7323,no
40382,no
28139,no
43058,yes
13121,no
12661,no
9783,no
2435,no
2751,no
28923,no
42166,no
6284,no
22848,no
41611,yes
17401,no
40289,yes
31827,no
38316,yes
26350,no
5596,no
14418,no
2601,no
1956,no
7467,no
42211,no
34885,no
16700,no
7827,no
5826,no
1916,no
38823,no
21056,no
44390,yes
32714,no
27698,no
37059,no
23553,no
39185,no
15882,no
23188,no
7607,no
26422,no
42786,no
35152,no
30469,yes
4712,no
34438,no
42093,no
17408,no
19337,no
11033,no
17156,no
44585,no
5322,no
16052,no
15464,yes
18639,no
20088,no
30713,no
38105,no
21975,no
15243,no
22548,no
15927,no
12065,no
21617,no
29280,no
37980,no
17980,no
4183,no
19526,no
35050,no
20141,no
41185,yes
1258,no
34347,no
860,no
18902,no
15282,no
24212,no
24197,no
14348,no
28445,no
18152,no
14371,no
33299,no
37054,no
28103,no
8082,yes
26004,no
44733,yes
28040,no
26282,no
1776,no
33025,no
5141,no
5251,yes
36939,no
44568,no
30178,no
5903,no
5806,no
39486,no
8972,no
11945,no
5320,no
30407,no
24606,no
15658,no
28948,no
38418,yes
44494,yes
31012,no
8182,no
16486,no
42606,no
29101,yes
38940,no
35048,no
14631,no
15922,no
16592,no
38252,no
38801,no
19808,no
17262,no
9745,no
30981,no
30837,no
32421,no
40708,no
9806,no
92,no
16930,no
35579,yes
26551,no
23992,no
1960,no
12829,no
4068,no
30229,no
27647,no
15704,no
26333,no
24207,no
29584,no
30571,no
37530,no
41563,no
16970,no
36157,no
35953,no
36565,no
2523,no
31422,no
4489,no
2466,no
33988,no
2828,no
37095,yes
38354,no
40324,no
29414,no
41524,no
5698,no
24020,no
20365,no
25451,no
23872,no
10184,no
37949,yes
15293,no
25404,no
8241,no
3725,no
13657,no
4108,no
42510,no
35392,yes
12914,no
31574,no
18664,no
2180,no
33611,no
12841,no
38777,no
2676,no
26965,yes
5884,no
13825,no
19052,no
43167,yes
37560,no
19553,no
14947,no
19217,no
5294,no
43124,no
26006,no
16342,no
43232,yes
27659,no
32032,no
22968,no
6180,no
7222,no
37609,no
18961,no
37468,no
10582,no
18738,no
27881,no
20626,no
17927,no
27008,no
3481,no
21589,no
33708,no
36260,no
5807,no
34151,yes
40001,no
5851,no
22668,no
25600,no
44768,no
7383,no
217,no
35447,yes
31394,yes
13183,no
18757,no
17199,no
39032,no
9566,no
42485,yes
9631,no
21532,no
18308,no
18335,no
30762,no
15669,no
3389,no
17622,no
12638,no
5229,no
38046,yes
41554,yes
19821,no
3844,no
16767,no
40175,yes
1659,no
16188,no
22141,no
19497,no
33524,no
327,no
12918,no
20329,no
4015,no
19223,no
21132,no
33675,no
25140,no
26527,no
6543,no
32170,no
14553,no
37719,no
2309,no
15672,no
27628,no
25601,no
43327,no
43932,no
1377,no
24610,no
23623,no
17205,no
16236,no
8363,no
11725,yes
10901,no
24956,no
37906,no
42387,no
18994,no
26456,no
25440,no
1678,no
42383,no
44387,yes
35965,yes
28437,no
2251,no
27023,yes
35271,no
19127,no
9153,no
16623,no
5157,no
28035,no
34194,no
28640,no
45178,yes
40304,no
20367,no
3297,no
43345,yes
10913,no
40661,no
43962,yes
41423,no
33435,no
666,no
628,no
28268,no
42410,yes
33764,yes
24703,no
11965,no
30544,no
8507,no
12842,no
15078,no
25754,no
14303,no
27561,no
4029,no
22959,no
10169,no
37133,yes
25305,no
25046,no
34087,yes
42159,no
10015,no
25803,no
26113,no
12721,no
29123,no
5936,no
40557,yes
23170,no
10524,no
14096,no
12563,no
3769,no
14987,no
27998,no
41104,yes
39835,yes
18144,no
30793,no
29009,no
37774,no
340,no
23717,no
34798,no
4170,no
28324,no
39913,yes
2011,no
31380,yes
8579,no
30217,no
39895,yes
27884,no
4459,no
28650,no
16480,no
6342,no
6474,no
4234,no
13026,no
37355,no
2888,no
4693,no
29973,no
23435,no
734,no
41519,no
10990,no
9367,no
27193,no
24454,no
14500,no
7255,no
37031,no
42559,yes
42007,yes
12578,no
42683,yes
8944,no
29271,no
34284,no
43785,yes
16645,no
16404,no
5777,no
1941,no
44703,yes
30278,no
36344,no
30117,no
36191,no
11790,no
11913,no
27519,no
23280,no
39975,yes
8096,no
8883,no
20953,no
2029,no
12870,no
17057,no
26031,no
10064,no
8390,no
44142,no
43099,yes
43122,yes
13154,no
22532,no
43179,yes
39003,no
21180,no
7976,no
5868,no
15484,no
35193,no
31295,yes
23594,yes
6624,no
31248,no
41741,no
36076,no
30651,no
22006,no
42694,no
32055,yes
41819,no
29844,yes
3407,no
36755,no
22105,no
41623,no
18832,no
3296,no
20973,no
34596,no
39517,yes
27573,no
9045,no
29074,no
35416,no
39395,yes
20252,no
3419,no
4808,no
25503,no
28930,no
6000,no
14535,no
44988,no
14201,no
43470,yes
12527,no
37172,yes
37575,no
4911,no
25161,no
20483,yes
12877,no
33990,no
38734,no
26719,no
11656,no
34508,no
10437,no
16988,no
44293,no
16948,no
39631,no
1857,no
125,no
12205,no
38204,no
606,no
37525,no
22072,no
45075,yes
37614,no
17610,no
31591,no
17006,no
31918,no
43637,yes
10372,no
39171,no
21786,no
12834,no
18610,no
29716,no
14287,no
38687,no
10396,no
39754,yes
11322,no
13704,no
8894,no
6048,no
20721,no
26655,no
14934,no
20925,no
40205,yes
38481,no
22052,no
42490,no
30490,no
28057,no
6059,no
2199,no
27336,no
25080,no
15913,no
10696,no
40510,no
12802,no
39476,no
36941,no
14080,no
12075,no
19155,yes
9620,no
29592,no
16945,no
21228,no
7370,no
8620,no
33271,yes
33209,no
16372,no
22291,no
15185,no
20458,no
1351,no
37540,no
43321,no
41262,no
44684,no
20997,no
13378,no
511,no
24532,no
829,no
24209,no
5431,no
2849,no
3866,no
20508,no
33861,yes
7466,no
44943,no
24438,no
8776,no
29637,no
23979,no
21958,no
30536,no
42631,yes
16914,no
42038,yes
38463,yes
38904,no
42715,no
38039,no
19544,no
26921,no
38040,no
11114,no
35142,no
43493,yes
12213,no
24963,no
8246,no
5662,no
44659,no
8118,no
7345,no
22991,no
40787,no
7377,no
11224,no
24113,no
34816,no
34373,no
33776,yes
27727,yes
22216,no
37234,no
30508,yes
7262,no
10325,no
15430,yes
39534,no
45013,yes
10406,no
27714,no
27682,no
45198,no
39409,no
31223,no
29469,no
32791,no
38737,no
35887,no
22002,no
38685,no
5832,no
10890,no
23101,no
36641,no
24247,no
2255,no
30307,no
27078,no
29491,no
28770,no
38444,no
23607,no
44854,no
7146,no
35103,no
623,no
14335,no
7597,no
37181,no
15234,no
16207,no
39591,no
24410,no
44333,no
22509,no
33758,no
33170,no
21773,no
39549,yes
22050,no
6184,yes
17856,no
43128,yes
1619,no
17093,no
34424,no
22559,no
26088,no
23720,no
43464,yes
22578,no
16432,no
39806,no
5268,no
29589,no
35629,no
34699,no
12121,no
9186,no
6443,no
2515,no
41861,yes
31099,yes
17959,no
28757,no
42690,yes
25785,no
22644,yes
10057,no
4196,no
18067,no
2046,no
40341,no
28008,no
20325,no
26523,no
12554,no
9996,no
10116,no
1305,no
39840,yes
21002,no
11291,no
44042,no
36703,no
22940,no
2140,no
41323,no
15482,no
7348,yes
17193,yes
7666,yes
41211,yes
4056,no
2759,no
8287,no
32547,no
7918,no
23500,no
1958,no
40270,yes
37391,no
3681,yes
6685,no
30795,no
42257,yes
35775,no
25324,no
15865,no
38461,no
2091,no
1253,no
27072,no
7292,no
25544,no
22243,no
6965,no
33450,no
30976,no
23033,no
1870,no
35699,no
5105,no
8939,no
6939,no
1994,no
37061,no
39881,yes
20393,no
1882,no
40609,yes
36153,no
7608,no
41597,no
34457,no
7397,no
33022,no
33328,no
8964,no
27588,no
5100,no
20510,no
9194,no
33729,no
25752,no
25711,no
1636,no
44687,yes
39050,yes
283,no
25098,no
29510,yes
6659,no
37819,no
22382,no
4766,no
11048,no
20027,no
30176,yes
23766,no
20980,no
16401,no
44915,no
43861,yes
32774,no
30888,no
14223,no
24785,no
4958,no
19172,no
37839,no
19559,no
32896,no
26421,no
10940,no
26935,yes
30467,no
38851,no
35794,no
22093,no
39884,yes
10306,no
6542,no
21076,no
23551,no
11254,yes
19452,no
42531,no
12531,no
43323,yes
33259,no
43139,yes
33105,no
14434,no
16677,no
13209,no
3426,no
38818,no
26229,no
11878,no
17382,no
32647,no
30603,no
14421,no
30057,no
35187,no
37535,no
191,no
24635,no
14721,no
8685,no
19882,no
18380,no
39834,no
40437,yes
44739,yes
1080,no
44015,no
15370,no
4101,no
21454,no
42434,no
29797,no
37397,no
17298,no
24183,no
26705,no
25423,no
20995,no
23060,no
17756,no
38933,no
4591,no
22025,no
466,no
12317,no
1701,no
37410,yes
35692,no
4156,no
44994,yes
42164,no
38435,no
43042,yes
4458,no
35069,no
25622,no
13376,no
30008,no
32345,no
5954,no
10528,no
27909,no
43739,yes
44033,no
7580,no
16086,no
2800,no
40028,no
30860,no
36418,no
13349,no
34692,no
22378,no
24795,no
34973,no
38127,no
8710,no
8572,yes
1306,no
42849,yes
42979,yes
39893,no
12654,no
8786,no
43658,yes
26284,no
17699,no
42714,no
40892,no
42903,no
15545,no
34819,no
7257,no
6947,no
13667,no
44360,no
15440,no
3981,no
29914,no
39130,no
5929,no
28659,no
1932,no
25487,no
2694,no
35321,no
35211,no
15012,no
17874,no
22640,no
6595,no
13860,no
12566,no
41668,no
18759,no
21992,no
4526,no
13572,no
22730,no
14215,no
18019,no
18218,no
37673,yes
37676,no
337,no
12719,no
43432,yes
29157,no
43625,no
19176,no
17228,yes
27307,no
37357,yes
43003,no
47,no
6589,no
28652,no
19045,yes
5538,no
23865,no
40862,yes
12794,no
26940,no
24938,no
29124,no
2329,no
20808,no
29567,no
36762,no
38033,no
38247,no
32163,no
21494,no
28804,no
11234,no
19789,no
23837,no
14118,yes
9156,no
41505,yes
21902,no
35132,no
4372,no
8799,no
30218,no
19447,no
35458,no
28487,no
34250,no
36844,yes
5899,no
10519,no
10096,no
4530,no
3657,no
9661,no
16745,no
30624,no
41891,no
26073,no
20224,no
30259,no
24288,no
36494,no
1370,yes
29387,no
11333,no
23512,no
16082,no
45072,yes
28571,no
28596,no
18531,yes
19699,no
13906,no
13672,no
10312,no
21911,no
14236,no
21192,no
23463,no
35314,no
27916,no
21229,no
14141,no
44204,yes
23420,no
38380,no
40525,no
2843,no
27800,no
40471,no
25924,no
32795,no
31371,yes
24800,no
41905,no
26165,no
17986,no
40061,yes
13431,no
17347,no
24687,no
43581,yes
4354,no
16097,no
43299,yes
39820,yes
28194,no
19713,no
40218,yes
43510,no
4442,no
21701,no
27169,no
4413,no
18337,no
43780,yes
23073,no
2530,no
15660,no
10384,no
27537,no
15360,no
37210,no
28041,no
8296,no
12476,no
7673,no
32084,no
35698,no
15336,no
27443,yes
18606,no
2613,no
21096,no
3286,no
14198,no
10261,no
27552,no
29736,no
36600,no
24538,no
18041,no
31832,no
22091,no
40959,no
477,no
18103,no
6872,no
44151,yes
11602,no
19021,no
18762,no
29080,no
6231,no
1750,no
11028,no
22299,no
36462,no
41764,no
2101,no
31931,no
33609,no
38253,no
25050,no
13203,no
7269,no
8004,no
36637,no
32436,no
29542,no
3983,no
27278,no
37864,no
360,no
35743,no
5535,no
21027,no
39774,yes
15140,no
35670,no
25528,no
35609,no
3928,no
28234,no
40827,no
5830,no
24458,no
12498,no
16753,no
8590,no
45105,no
14164,no
2052,no
3206,no
38410,no
34199,yes
14144,no
1458,no
35141,no
8308,no
41974,no
4367,no
22861,no
28558,no
37047,yes
17004,no
25294,no
43796,yes
4273,no
43517,yes
30680,no
31493,no
32463,yes
14041,no
33449,no
39371,yes
16981,no
28183,no
30136,yes
29400,no
5269,no
5801,no
38905,no
6407,no
28663,no
8669,no
43540,yes
37303,no
22526,no
32999,no
40975,no
11705,no
2562,no
28178,no
3202,no
12325,no
3780,no
30077,no
16105,no
36713,no
2883,no
29398,no
19401,no
8839,no
17375,no
12430,no
6847,no
3751,no
31290,yes
35491,no
44206,no
29796,no
19741,no
40613,yes
1484,no
42685,no
9510,no
5082,no
31616,yes
35342,no
41217,yes
38475,no
15098,no
7242,yes
4395,no
24871,no
21042,no
44156,no
20924,no
5612,no
25621,no
28746,no
36686,no
27645,yes
25073,no
31756,no
19028,no
7510,no
25799,no
3764,no
42390,yes
18627,no
27028,yes
15726,no
4010,no
41757,no
34420,no
26384,no
7594,no
3838,no
2040,no
9533,no
43359,no
11097,no
42193,no
3715,no
44249,yes
38641,no
30390,no
34588,no
11277,no
38289,yes
36356,no
24090,yes
9967,no
7749,no
592,no
27488,no
5820,no
1703,no
16585,no
3685,no
32651,no
18352,no
11627,no
38682,no
16724,yes
38834,no
36377,no
14948,no
16955,no
16458,no
35404,no
11190,no
5874,no
25692,yes
42814,no
39392,no
11400,no
7214,no
6996,no
38988,no
9133,no
44789,no
37701,no
41713,no
25039,no
38798,no
4609,no
17719,no
5792,no
10058,no
43178,yes
32743,no
12984,no
27325,no
33850,no
16564,no
24954,no
26223,no
8639,no
31409,no
15398,no
6746,no
1224,no
38642,no
1968,no
37802,no
1592,no
39859,yes
3416,no
33458,no
24546,no
36766,no
38363,yes
9972,no
16630,no
43055,yes
29679,no
25035,no
17,no
43310,yes
42362,yes
3466,no
30609,no
3896,no
42432,no
24731,no
2203,no
41314,yes
1613,no
104,no
35860,no
12543,no
43229,no
6134,no
37512,yes
4327,no
13354,no
8442,yes
38198,no
29266,no
32938,no
36549,no
15698,no
9313,no
32581,no
37026,no
8763,no
38547,no
10433,no
32870,no
2048,no
39874,yes
8889,yes
7008,no
30816,no
29961,yes
11754,no
4171,no
43418,no
12789,no
42504,yes
4507,no
42696,yes
17000,no
19071,no
5017,no
28016,no
12337,no
7715,no
43737,yes
17036,no
9869,no
14490,no
8173,no
18538,no
35164,no
28241,no
306,no
20498,yes
1045,no
27938,no
12824,yes
21188,no
66,no
14312,no
25366,no
31239,yes
40356,no
28827,no
41377,yes
10556,no
5578,no
1801,no
40931,no
29111,no
32385,no
1924,no
25630,no
8785,no
25860,no
15840,no
26023,no
25170,no
6900,no
13644,no
7045,no
19915,no
3825,no
329,no
20146,no
10559,no
5800,no
35204,no
5185,no
10202,no
11690,no
7415,no
29112,no
37107,yes
39659,yes
528,no
17882,no
24573,no
13230,no
13407,no
38077,no
21335,no
3110,no
34612,no
43061,no
27549,no
42899,no
2238,no
44762,yes
6868,no
26066,no
34505,no
21643,no
16296,no
31432,yes
34023,no
